"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","BINGEDRK","HEALTHINS","MENTALHLTH","PHYSHLTH","RETPCNT"
"1164",2999,0,0,0,18,8663,5971,7327,1.042,-1.077,1.307,0.828,-0.843,1.28,0.613740179,17,4151,1332,12839,1332,0,0.314417058,0.55758638,0.152671756,44.6007674,0,0,0,0,55
"1165",7895,610,640,27,15,11722,8660,10542,1.042,-1.077,1.307,0.828,-0.843,1.28,0.69211051,22,7651,954,18739,954,0.615,0.320518756,0.629905355,0.370865781,2913.794864,14.9,31.1,11.4,12.9,86
"1166",6746,530,540,23,22,5877,5449,5718,1.042,-1.077,1.307,0.828,-0.843,1.28,0.333594976,10,22800,1800,22800,1800,0.4,0.344686759,0.821192053,0.347926267,0,0,0,0,0,54
"1167",7591,450,470,19,21,5519,5644,5581,1.042,-1.077,1.307,0.828,-0.843,1.28,0.946509519,15,11460,2084,11460,2084,0,0.44353843,0.596963761,0.168990976,0,18.9,20.9,9.6,10.2,57
"1168",6139,530,540,23,18,7919,7652,7772,1.042,-1.077,1.307,0.828,-0.843,1.28,0.767714772,14,24900,1590,24900,1590,0.182,0.746093628,0.932111816,0.238407258,68.11923318,15.7,30.2,10.8,12.9,76
"1169",4530,0,0,0,10,6700,0,6700,1.042,-1.077,1.307,0.828,-0.843,1.28,0.741525424,13,16079,258,16079,258,0,0.997950608,0.871428571,0.62295082,0,15.2,31.6,11.9,13.8,67
"1170",6426,530,530,23,17,8344,6756,7587,1.042,-1.077,1.307,0.828,-0.843,1.28,0.454869057,22,5232,2462,13920,2462,0.667,0.460213159,0.788057743,0.389397724,182.7470633,15,26.2,12.1,13.3,60
"1171",3296,660,650,30,19,7883,7569,7810,1.042,-1.077,1.307,0.828,-0.843,1.28,0.444707741,14,26390,520,26390,520,0,0.654666476,0.494037479,0.42183908,185.4731438,16,24.8,11.9,12.8,83
"1172",2934,558,570,24,20,6201,6111,6162,1.042,-1.077,1.307,0.828,-0.843,1.28,0.309076369,12,19400,200,19400,200,0,0.594269244,0.943236715,0.338028169,0,16.3,24.7,11,12,72
"1173",2613,570,570,26,20,7591,7093,7308,1.042,-1.077,1.307,0.828,-0.843,1.28,0.448089993,17,21840,2200,21840,2200,0.917,0.565851419,0.7990621,0.126444958,0,0,0,0,0,68
"1174",714,510,500,21,22,6053,5470,5791,1.042,-1.077,1.307,0.828,-0.843,1.28,0.449606862,10,24844,0,24844,0,0.2,0.438609132,0.613967022,0.328593997,0,16.2,24.7,11.6,12.6,52
"1175",4166,550,550,23,19,7954,6727,7325,1.042,-1.077,1.307,0.828,-0.843,1.28,0.421122797,17,5012,2740,6962,2740,0.6,0.293752465,0.616446763,0.419611747,91.24514887,16.6,22.5,11.2,12.3,72
"1176",725,600,610,26,16,11163,8452,10010,1.042,-1.077,1.307,0.828,-0.843,1.28,0.474859939,23,6904,2442,15592,2442,0.333,0.388671536,0.653841587,0.404104613,650.9300759,16.4,21.1,10.5,11,78
"1177",3737,520,540,22,18,8147,7399,7856,1.042,-1.077,1.307,0.828,-0.843,1.28,0.962907016,22,4176,997,13026,997,0,0.244755664,0.62796142,0.519385625,391.5228684,14.3,39.5,11.2,14.2,76
"1178",6047,590,640,25,22,5180,4988,5094,1.042,-1.077,1.307,0.828,-0.843,1.28,0.98820059,15,9300,4075,9300,4075,0,0.225779375,0.899728997,0.087349398,0,15.2,31.6,11.9,13.8,48
"1179",1262,460,480,19,18,7972,7195,7649,1.042,-1.077,1.307,0.828,-0.843,1.28,0.96346256,18,5898,3563,17365,3563,0.5,0.173003069,0.391269036,0.376751427,1422.969835,0,0,0,0,67
"1180",322,760,790,34,15,15760,12323,14702,1.042,-1.077,1.307,0.828,-0.843,1.28,0.611665495,6,39880,686,39880,686,0.615,0.112382688,0.151004061,0.354501307,13751.69993,14.9,31.1,11.4,12.9,96
"1181",2075,600,620,27,18,6230,5602,5944,1.042,-1.077,1.307,0.828,-0.843,1.28,0.675109596,9,29100,340,29100,340,0,0.53000426,0.789937107,0.361464968,0,14.9,31.1,11.4,12.9,88
"1182",5569,560,570,24,18,10237,9207,9861,1.042,-1.077,1.307,0.828,-0.843,1.28,0.760994264,12,25480,706,25480,706,0,0.490896814,0.594581971,0.184210526,162.8071224,15.7,30.2,10.8,12.9,77
"1183",3888,690,710,31,16,13077,9377,11624,1.042,-1.077,1.307,0.828,-0.843,1.28,0.377235772,11,40770,5170,40770,5170,0.083,0.454080509,0.523990861,0.235626615,1902.926829,15.2,31.6,11.9,13.8,89
"1184",5010,0,0,0,20,5525,5581,5543,1.042,-1.077,1.307,0.828,-0.843,1.28,0.349823322,16,18570,880,18570,880,0,0.672512726,0.334337349,0.711711712,0,0,0,0,0,74
"1185",4065,540,540,24,18,7476,6790,7163,1.042,-1.077,1.307,0.828,-0.843,1.28,0.428762495,20,5304,1896,13992,1896,0.615,0.321254904,0.585081366,0.356270096,318.0914402,0,0,0,0,70
"1186",4222,560,560,25,18,8153,6993,7582,1.042,-1.077,1.307,0.828,-0.843,1.28,0.471058904,23,6684,2266,16820,2266,0.583,0.350743941,0.728995818,0.41406541,945.9933363,0,0,0,0,76
"1187",3318,510,510,21,22,6220,6076,6173,1.042,-1.077,1.307,0.828,-0.843,1.28,0.73192436,12,18840,620,18840,620,0,0.504446134,0.496488764,0.233380481,0,0,0,0,0,69
"1188",6411,0,480,21,18,6409,5477,6028,1.042,-1.077,1.307,0.828,-0.843,1.28,0.706386508,15,3984,1692,12672,1692,0.2,0.155164191,0.934,0.355460385,785.0834946,0,0,0,0,51
"1189",3802,520,530,23,18,8181,6659,7428,1.042,-1.077,1.307,0.828,-0.843,1.28,0.279833166,19,3696,2820,12384,2820,0.5,0.299269875,0.525388385,0.410994245,837.1138488,0,0,0,0,68
"1190",3769,500,530,21,17,7293,6503,6948,1.042,-1.077,1.307,0.828,-0.843,1.28,0.800887006,20,4366,3188,15226,3758,0.182,0.222458527,0.835680751,0.204059442,1303.304362,0,0,0,0,64
"1191",7132,640,670,30,15,11126,7747,9961,1.042,-1.077,1.307,0.828,-0.843,1.28,0.376677301,20,6476,3209,23374,3209,0,0.140822154,0.710251631,0.473909811,11048.83603,15.4,17.4,9.8,10.2,90
"1192",1865,670,700,31,16,13340,9893,12307,1.042,-1.077,1.307,0.828,-0.843,1.28,0.642414861,22,10864,0,26894,0,0,0.274131854,0.619380411,0.424385315,4017.814534,17.2,16.2,8.4,8.6,86
"1193",5481,0,0,0,16,9110,7469,8418,1.042,-1.077,1.307,0.828,-0.843,1.28,0.899915773,20,5606,1453,16666,1503,0.538,0.234133264,0.998882213,0.455168555,2693.462592,16.3,35.5,11.1,13.8,68
"1194",188,550,580,24,22,6797,6656,6727,1.042,-1.077,1.307,0.828,-0.843,1.28,0.434751773,13,26670,130,26670,130,0.818,0.363763783,0.558707124,0.364817001,25.4893617,0,0,0,0,70
"1195",3194,540,528,22,19,7941,6420,7275,1.042,-1.077,1.307,0.828,-0.843,1.28,0.544217687,18,4029,1221,12717,1221,0,0.212559248,0.869974337,0.463126844,275.1817919,17,29,11.3,12.8,69
"1196",2205,560,590,25,16,8317,6357,7567,1.042,-1.077,1.307,0.828,-0.843,1.28,0.704884222,23,4786,2671,13836,2671,0.333,0.337540877,0.759124088,0.446100917,1433.531577,15.7,30.2,10.8,12.9,64
"1197",6699,440,460,18,17,7830,6549,7225,1.042,-1.077,1.307,0.828,-0.843,1.28,0.97003186,18,1400,6260,12360,6626,0.455,0.274948033,0.519236475,0.292,605.0733771,14.9,31.1,11.4,12.9,53
"1198",5151,590,610,27,16,9846,7325,8890,1.042,-1.077,1.307,0.828,-0.843,1.28,0.383986037,22,5110,2701,13798,2701,0.333,0.314171934,0.661271888,0.388481748,4424.393668,16.3,24.7,11,12,83
"1199",6641,520,540,23,18,8013,6568,7232,1.042,-1.077,1.307,0.828,-0.843,1.28,0.580911594,15,20642,2502,20642,2502,0,0.422351392,0.380592992,0.443342776,20.92505353,15.3,27,11.4,13,51
"1200",11,530,540,23,17,8314,8008,8085,1.042,-1.077,1.307,0.828,-0.843,1.28,0.539859288,19,5650,2186,16510,2186,0,0.326610017,0.853120908,0.302634945,213.4008642,16.4,21.1,10.5,11,74
"1201",1579,680,680,31,19,10639,9489,10153,1.042,-1.077,1.307,0.828,-0.843,1.28,0.428167877,9,35688,526,35688,526,0.4,0.207700561,0.484187568,0.245870871,1037.279661,15.7,30.2,10.8,12.9,88
"1202",5225,520,530,23,18,4685,4589,4652,1.042,-1.077,1.307,0.828,-0.843,1.28,0.536205609,10,11880,1080,11880,1080,0,0.662531251,0.97740113,0.608863198,0,0,0,0,0,45
"1203",2304,530,550,23,18,7793,7033,7444,1.042,-1.077,1.307,0.828,-0.843,1.28,0.358723829,20,4602,2180,5358,2180,0.545,0.242981973,0.674245319,0.38254463,616.0744766,0,0,0,0,67
"1204",4138,580,590,27,22,8693,8470,8658,-0.76,-0.762,-0.132,-0.77,-0.779,1.371,0.700418629,15,4940,0,4940,0,0,0.073803691,0.348630381,0.535714286,53.63683935,0,0,0,0,61
"1205",7322,570,570,26,18,6496,6007,6339,0.748,-0.891,0.84,0.853,-0.777,0.901,0.174446337,18,5416,722,17874,722,0.25,0.332338301,0.61030479,0.236821245,9.159795571,0,0,0,0,66
"1206",5719,590,590,26,16,9061,7370,8462,0.748,-0.891,0.84,0.853,-0.777,0.901,0.244794501,22,5454,930,17561,930,0.714,0.164900752,0.978340475,0.324201641,4200.814893,0,0,0,0,71
"1207",1769,640,650,28,15,9407,7095,8467,0.748,-0.891,0.84,0.853,-0.777,0.901,0.324304188,17,6889,946,24111,946,0.692,0.079431466,0.814211628,0.352888591,7151.136182,11.6,17.7,11.1,11.8,89
"1208",5877,620,620,27,19,8906,7727,8317,0.748,-0.891,0.84,0.853,-0.777,0.901,0.328282828,9,29856,508,29856,508,0,0.685379437,0.95755237,0.279217041,0,11.6,17.7,11.1,11.8,72
"1209",8213,0,0,0,21,9305,8914,9113,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.272271016,9,46048,610,46048,610,0,0.699860169,0.672116258,0.259459459,0,0,0,0,0,84
"1210",8139,530,540,22,21,6400,5823,6082,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.200201545,13,9768,1004,24432,1004,0.7,0,0.916419387,0.201834862,12.3812563,0,0,0,0,73
"1211",846,630,620,29,22,7418,7425,7420,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.346699267,14,32800,100,32800,100,0,0.679447172,0.641694976,0.175536361,0,18,10.1,11.4,10.4,80
"1212",416,0,0,0,19,4830,4726,4754,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.246357616,6,14738,192,14738,192,0,0.768180928,1,0.714285714,0,0,0,0,0,50
"1213",4330,530,520,24,20,7000,6385,6771,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.153662039,13,9600,1004,21600,1004,0,0,0.954643629,0.251131222,0,0,0,0,0,74
"1214",7854,530,530,22,22,6339,5977,6190,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.155423637,14,9696,1004,20760,1004,0,0,0.991438356,0.256476684,0.010253643,0,0,0,0,61
"1215",5337,0,0,0,21,6697,6255,6500,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.369281046,5,37200,910,37200,910,0,0.28728092,0.816037736,0.271676301,0,0,0,0,0,67
"1216",124,730,740,33,21,11242,10138,10753,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.360915847,9,45637,407,45637,407,0.75,0.392323464,0.171690055,0.412224591,1531.403093,0,0,0,0,96
"1217",3166,580,580,26,18,7382,6248,6990,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.245865218,10,32812,1892,32812,1892,0.636,0.372053326,0.657425112,0.331071255,373.241175,0,0,0,0,71
"1218",7890,0,0,0,20,4268,3705,4071,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.149122807,11,20600,600,20600,600,0,0.401135644,0.65578635,0.380090498,0,0,0,0,0,66
"1219",2646,470,470,19,22,5351,5262,5283,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.368320611,14,22370,275,22370,275,0,0.520254461,0.937293729,0.316901408,0,0,0,0,0,61
"1220",7285,0,0,0,21,3982,3778,3872,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.151724138,8,29992,3500,29992,3500,0,0.241887082,0.985294118,0.313432836,0,0,0,0,0,82
"1221",1184,0,0,0,23,6670,5578,6146,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.111948332,10,11856,1004,22704,1004,0,0,0.831914894,0.514066496,0,0,0,0,0,75
"1222",483,640,650,29,16,10365,9037,9742,-0.812,-1.003,0.455,-0.748,-0.969,0.225,0.186584373,15,14184,2042,35832,2042,0,0.393015869,0.734411753,0.129797157,6386.326641,18,10.1,11.4,10.4,87
"1223",1622,0,0,0,10,4119,3637,4086,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.520916335,24,13200,55,13200,55,0,0.922994904,0.904494382,0.488612836,0,17.1,12.7,9.8,9.6,77
"1224",1567,510,518,22,22,5985,5385,5641,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.378947368,13,29150,0,29150,0,0.2,0.560756992,0.596379127,0.1875,0,0,0,0,0,55
"1225",735,510,500,22,22,4925,4980,4949,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.333333333,14,22840,0,22840,0,0,0.522634084,0.979938272,0.248818898,0,0,0,0,0,60
"1226",7584,730,740,33,16,11242,9972,10749,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.380882043,12,10237,5228,34132,5784,0.583,0.354907967,0.330195162,0.3144641,6183.060139,0,0,0,0,95
"1227",4152,610,570,26,17,7524,6883,7327,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.424052522,32,15900,538,15900,538,0,0.646192176,0.798188875,0.180713128,0,17.1,12.7,9.8,9.6,78
"1228",4695,630,620,27,20,8373,7508,7985,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.245244691,15,6928,4718,16860,5114,0.667,0.229171065,0.5587836,0.298347911,411.1602955,14.8,17.4,11.5,12,87
"1229",8152,460,480,24,22,6035,5953,5996,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.499366286,15,29680,115,29680,115,0.1,0.463305662,0.733110164,0.209630552,0,0,0,0,0,48
"1230",5819,620,630,28,16,11737,8765,10466,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.493410336,16,7562,2820,27140,2820,0,0.372753986,0.666474348,0.205100886,1846.828605,0,0,0,0,88
"1231",8190,600,610,26,21,8369,7283,8041,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.189387008,11,38018,1186,38018,1186,0.636,0.249122154,0.472657323,0.187209302,54.08966148,0,0,0,0,83
"1232",3366,550,550,22,19,6682,6109,6383,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.910691125,9,19548,2212,19548,2212,0.25,0.278404068,0.290607508,0.155857925,2517.097647,13.9,17.1,11.7,12.1,80
"1233",4490,630,570,27,21,6700,6762,6733,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.282998944,8,33660,635,33660,635,0,0.194810837,0.564705882,0.16468254,573.8722281,14.9,19.5,12.8,13.4,80
"1234",2529,610,620,27,18,8431,7525,7993,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.216079526,16,5406,4256,19710,4812,0.692,0.350313186,0.657339246,0.29440734,254.913542,0,0,0,0,92
"1235",3781,590,570,26,18,4283,3672,4051,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.531183942,18,20300,700,20300,700,0.643,0.75644093,0.223177678,0.468123138,0.421318677,14.2,18.3,12.5,12.9,69
"1236",1380,550,540,23,19,7172,6903,7032,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.219337511,17,6930,4650,20700,4650,0,0.236816999,0.729153059,0.329352045,11.86499552,0,0,0,0,79
"1237",3671,550,540,24,20,7618,6979,7284,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.259744409,11,33600,945,33600,945,0,0.493291437,0.667452403,0.139092638,28.18115016,14.2,18.3,12.5,12.9,70
"1238",1563,560,530,24,20,6950,6337,6562,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.337570621,11,29210,385,29210,385,0,0.549585338,0.954456734,0.089297887,0,0,0,0,0,73
"1239",6726,610,590,27,18,7858,7170,7533,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.338703772,15,5190,5122,18476,5122,0,0.276811618,0.767241379,0.208353688,72.15928231,0,0,0,0,78
"1240",2314,550,550,24,18,8212,8402,8347,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.521276596,13,27100,370,27100,370,0,0.755494402,0.839574899,0.212778782,0,0,0,0,0,81
"1241",4601,480,470,19,18,7907,7291,7599,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.938512179,18,4536,3016,16920,3016,0.333,0.151355531,0.656727015,0.308648649,1064.16129,16.2,17.9,11.9,12.5,74
"1242",1940,560,560,23,16,9571,7261,8556,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.453862184,20,5795,3175,21470,3670,0.5,0.287856526,0.818906233,0.372567315,381.046804,16.2,17.9,11.9,12.5,81
"1243",2911,0,0,0,-3,6933,7115,7103,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.153846154,2,4300,1500,4300,1500,0,1,0.1,1,0,0,0,0,0,0
"1244",4975,530,530,22,18,8139,7506,7820,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.213033286,18,6386,2974,18626,3420,0,0.279296922,0.789065529,0.33005733,31.35293015,0,0,0,0,75
"1245",4714,600,590,26,21,8112,7363,7760,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.230875258,12,35360,980,35360,980,0.5,0.310798289,0.603384095,0.239484016,0,0,0,0,0,77
"1246",223,600,600,29,21,8381,7172,7688,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.308450704,10,33500,610,33500,610,0,0.129727497,0.810051737,0.174270073,0,14.2,18.3,12.5,12.9,74
"1247",7849,0,0,0,11,6451,5586,5961,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.397379913,21,3718,1340,13676,1340,0,0.123844448,0.528809908,0.587576375,0,0,0,0,0,57
"1248",626,710,720,32,21,12432,10053,11413,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.366038469,8,46680,0,46680,0,0.643,0.13747602,0.318012297,0.258954041,1211.190985,0,0,0,0,94
"1249",1208,0,0,0,-3,5255,5256,5256,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.233333333,8,0,0,0,0,0,0.627074558,0,0,0,14.8,17.4,11.5,12,86
"1250",7419,610,600,26,21,7741,6924,7355,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.159005629,11,36688,1364,36688,1364,0,0.432712661,0.693200663,0.168062201,200.858349,0,0,0,0,80
"1251",2841,550,560,24,18,7617,7034,7275,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.370514064,10,28998,1190,28998,1190,0.4,0.690361496,0.825904562,0.264761905,0,0,0,0,0,76
"1252",3651,580,583,26,21,5598,5705,5642,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.16,15,14600,0,14600,0,0,0.467512125,0.470728793,0.387055838,0,0,0,0,0,70
"1253",7375,600,560,28,21,7625,6750,7157,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.254079254,8,34460,475,34460,475,0,0.254939216,0.935361217,0.208672087,570.5384615,0,0,0,0,75
"1254",4615,640,680,0,15,10928,8700,10189,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.319036711,16,10088,1929,25515,2533,0.538,0.284026967,0.726330505,0.36463795,10999.17867,0,0,0,0,93
"1255",7343,610,600,27,15,9150,7420,8288,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.470609982,17,10306,2092,27755,2704,0,0.285346389,0.753452537,0.340632838,5195.007707,15,19.8,12.5,13.4,86
"1256",5750,720,740,33,15,14056,10762,12867,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.38584707,15,10484,2724,38988,3406,0.417,0.132680459,0.290029335,0.412248527,12065.11103,0,0,0,0,97
"1257",3506,730,730,33,21,12860,11253,12264,0.608,-0.888,0.695,-0.354,-0.847,0.891,0.163043478,8,44660,957,44660,957,0.2,0.207676553,0.194620524,0.414612676,1158.695652,0,0,0,0,97
"1258",8214,540,540,24,19,7937,7227,7638,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.375743163,19,7941,1076,20304,1076,0.636,0.31530231,0.864563107,0.382650197,157.568371,0,0,0,0,79
"1259",7054,0,0,0,30,6233,5710,5942,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.371681416,7,35400,400,35400,400,0,0.736555803,0.855238095,0.35857461,0,19.1,9.5,9.5,9.6,69
"1260",376,630,570,26,20,7829,7603,7706,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.337231233,22,7845,837,20898,837,0,0.33631793,0.988989637,0.355599214,24.16276877,0,0,0,0,69
"1261",4712,640,650,29,18,9557,7794,8780,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.318022849,11,36040,495,36040,495,0,0.626589559,0.675090757,0.216752844,0,18.5,12.9,12.9,13.2,92
"1262",129,582,563,25,22,6584,6054,6352,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.316513761,13,26410,558,26410,558,0,0.716264719,0.961206897,0.432735426,0,0,0,0,0,74
"1263",533,610,600,29,19,7969,7069,7518,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.306788512,11,36180,350,36180,350,0.778,0.62194562,0.750145433,0.222566886,75.21749347,16.9,14.1,12.7,13.1,82
"1264",2263,680,650,30,21,9920,9120,9534,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.25025606,11,43200,228,43200,228,0.444,0.434006304,0.792942862,0.149762819,303.5165586,16.9,14.1,12.7,13.1,87
"1265",4622,565,590,28,20,6345,6211,6298,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.457696228,12,31300,388,31300,388,0,0.645351781,0.888235294,0.254966887,11.03873598,0,0,0,0,80
"1266",7791,630,615,28,18,8870,7888,8426,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.348229342,15,35100,372,35100,372,0,0.650591379,0.834045424,0.184685899,228.2883642,19.1,9.5,9.5,9.6,85
"1267",4610,640,640,29,18,9479,8820,9148,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.498867835,12,37485,720,37485,720,0,0.624285441,0.733495671,0.170970122,0,19.1,9.5,9.5,9.6,87
"1268",4312,610,620,26,19,4512,4092,4355,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.261716937,13,25296,570,25296,570,0,0.621796863,0.57785672,0.37295082,14.09095128,0,0,0,0,79
"1269",2642,570,580,25,15,10065,7779,9119,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.36043257,15,10874,1554,23956,1554,0.25,0.275219214,0.820783234,0.340698912,7625.337468,0,0,0,0,80
"1270",8216,650,700,31,15,12167,9986,11224,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.527176739,18,11305,1089,32424,1089,0.571,0.169337089,0.552054665,0.364449029,17788.07225,19.1,9.5,9.5,9.6,94
"1271",1928,720,710,32,21,9035,7790,8480,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.275924803,9,44440,360,44440,360,0,0.310192708,0.410073912,0.263684913,227.8896301,0,0,0,0,94
"1272",7751,0,0,0,19,7035,6411,6748,-0.858,-1.248,0.997,-0.011,-1.264,0.988,0.221712037,11,36734,896,36734,896,0.6,0.493529312,0.747586532,0.19496063,434.1790751,18.5,12.9,12.9,13.2,85
"1273",6072,520,530,24,22,4883,5030,4964,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.241686942,16,22530,210,22530,210,0.636,0.522048794,0.425773196,0.209443099,187.9975669,0,0,0,0,56
"1274",85,588,550,25,24,3192,2860,3068,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.048231511,14,12020,1570,12020,1570,0,0.275467103,0.691358025,0.625,0,0,0,0,0,73
"1275",5795,500,490,22,21,5718,5812,5758,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.547904192,11,24836,900,24836,900,0,0.310632218,0.620516499,0.294797688,0,0,0,0,0,70
"1276",4687,490,510,22,22,6654,5643,6165,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.150880533,15,5832,0,11064,0,0,0.174087522,0.383365201,0.586034913,54.74535935,0,0,0,0,60
"1277",3395,530,550,24,22,5571,5357,5444,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.357723577,12,27000,492,27000,492,0,0.426299834,0.582229581,0.200947867,6.097560976,0,0,0,0,70
"1278",4509,520,520,23,20,6831,6100,6479,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.13436853,15,6306,0,13306,0,0.3,0.171088633,0.665117941,0.406770553,34.27908903,0,0,0,0,64
"1279",1844,490,480,21,22,6363,6457,6399,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.194874061,16,4944,1752,11712,3408,0.455,0.154972679,0.465583913,0.571428571,0,0,0,0,0,65
"1280",4552,550,550,25,18,7647,6513,7117,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.19365522,19,5450,1076,13950,1076,0.929,0.2378442,0.765281174,0.843450479,808.7174481,0,0,0,0,73
"1281",4883,520,525,23,22,5052,4992,5029,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.299435028,10,17510,1750,17510,1750,0,0.34445291,0.323485968,0.401826484,0,0,0,0,0,54
"1282",5631,550,540,24,20,6825,6493,6668,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.165255945,16,4660,1910,13766,2862,0.8,0.305612544,0.98293891,0.359462486,5.202539299,0,0,0,0,68
"1283",1025,480,500,22,21,6359,6100,6245,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.463290381,16,6229,0,14557,0,0.182,0.182735327,0.41437959,0.38619403,1677.065927,0,0,0,0,58
"1284",5248,500,530,23,22,6596,6444,6527,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.103028308,14,6415,0,13540,0,0.545,0.31413613,0.723628692,0.341107872,189.1658986,0,0,0,0,66
"1285",4688,520,560,24,22,6842,6269,6634,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.223471539,12,6048,0,15192,0,0,0,0.619178082,0.584070796,0,0,0,0,0,53
"1286",5198,530,533,25,22,5954,5362,5593,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.204161248,13,26680,1178,26680,1178,0.4,0.360125643,0.775852432,0.299711816,0,0,0,0,0,73
"1287",2594,540,560,25,22,6248,5592,5917,-0.012,-0.332,0.85,-0.188,-0.263,0.742,0.189425051,12,27000,1030,27000,1030,0,0.62151942,0.626297578,0.278453039,2137.997433,0,0,0,0,74
"1288",5378,0,0,22,20,5849,5719,5749,0.713,-1.179,0.835,0.656,-1.138,0.81,0.422182469,10,23784,650,23784,650,0,0.617860057,0.651908397,0.463700234,174.5144902,19.8,19.1,13.8,15.1,74
"1289",5483,0,0,23,26,6811,7075,7059,0.713,-1.179,0.835,0.656,-1.138,0.81,0.053921569,10,21050,590,21050,590,0,0.610324646,0.486486486,0.722222222,0,24,13.7,12.3,12.6,88
"1290",5834,0,0,0,21,7474,6506,6944,0.713,-1.179,0.835,0.656,-1.138,0.81,0.299472296,10,42220,280,42220,280,0.3,0.400692211,0.693117054,0.18912081,5.612137203,0,0,0,0,85
