"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","HIGHBP","CHGENROL"
"1071",2628,578,598,0,18,9309,8192,8800,0.404,-0.669,0.69,0.379,-0.808,0.537,0.190701942,15,"30792","1564","30792","1564",0.2,0.763917839,0.817319848,0.2258314,196.3099862,0,0.952790325
"1072",2686,570,580,25,20,9212,8222,8760,0.404,-0.669,0.69,0.379,-0.808,0.537,0.191705233,16,"16480","1760","16480","1760",0,0.597844732,0.430222894,0.158587987,0,0,0.95446823
"1073",3632,780,780,34,15,15347,12560,14356,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.576447758,9,"48272","1074","48272","1074",0.5,0.330433365,0.094913804,0.559792028,11231.74344,34,1.02191838
"1074",2665,0,0,0,19,14969,12478,13903,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.279007016,13,"39421","387","39421","387",0.455,0.608731051,0.723191648,0.187255104,1744.46843,0,1.013398961
"1075",4915,0,0,0,18,9019,9058,9036,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.483174375,20,"29226","0","29226","0",0,0.723303492,0.819229805,0.204547772,0,34,0.961418685
"1076",5881,0,0,0,18,10018,9157,9641,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.221388729,12,"44520","880","44520","880",0,0.57700307,0.567792462,0.178275862,194.8851702,34,1.012660693
"1077",4744,520,510,21,18,7796,7173,7435,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.351186374,14,"7118","1079","18779","1079",0,0.303965089,0.716187658,0.328415462,1279.941321,34,0.992573048
"1078",4691,580,590,26,16,10771,8883,9897,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.322100519,17,"11128","1734","27118","1734",0.091,0.381376353,0.735539625,0.201001335,4537.54798,0,0.998743784
"1079",347,680,720,32,30,7902,7829,7873,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.683346677,9,"45530","310","45530","310",0,0.651140524,0.371958763,0.514412417,147.0748599,34,1.005636071
"1080",8153,0,0,0,20,11959,11104,11594,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.26920877,14,"29976","1824","29976","1824",0,0.634462493,0.784828592,0.135820499,0,0,0.991680847
"1081",2366,0,0,0,19,8665,8167,8386,-0.482,-0.553,0.117,-0.502,-0.522,0.06,0.255751917,13,"36190","550","36190","550",0.8,0.670888399,0.726473175,0.170399516,147.7159053,0,1.020762423
"1082",863,593,590,26,22,6667,5647,6115,0.767,-0.602,0.94,0.44,-0.567,0.894,0.199825733,16,"22570","2290","22570","2290",0,0.698483293,0.549367851,0.363287671,0,0,1.069586828
"1083",3207,560,550,25,19,5647,5438,5555,0.767,-0.602,0.94,0.44,-0.567,0.894,0.427057865,15,"23400","40","23400","40",0.769,0.697560977,0.602050114,0.285660235,0,31.5,0.994528875
"1084",6542,610,600,28,19,8728,7729,8285,0.767,-0.602,0.94,0.44,-0.567,0.894,0.201821805,15,"70","11252","70","28796",0,0.539985647,0.771455383,0.247373659,743.7278679,31.5,0.984861228
"1085",487,580,590,25,18,8824,7413,8347,0.767,-0.602,0.94,0.44,-0.567,0.894,0.220166074,13,"150","11214","410","31370",0.692,0.380753647,0.765188834,0.322961373,96.21352313,31.5,1.0021398
"1086",6165,450,440,19,21,6669,6096,6410,0.767,-0.602,0.94,0.44,-0.567,0.894,0.984171322,13,"15080","440","15080","440",0,0.458634194,0.413252123,0.200535954,657.9464618,0,0.973266878
"1087",6705,660,690,31,16,11082,8531,10165,0.767,-0.602,0.94,0.44,-0.567,0.894,0.24242178,18,"13022","860","31940","860",0.933,0.393698297,0.512725487,0.300182879,6768.876839,0,0.998904087
"1088",6386,530,540,22,22,5684,5691,5688,0.767,-0.602,0.94,0.44,-0.567,0.894,0.518833536,12,"26568","0","26568","0",0,0.598776998,0.496630728,0.306648575,94.95443499,0,1.16572238
"1089",754,580,550,26,20,4547,4320,4490,0.767,-0.602,0.94,0.44,-0.567,0.894,0.383611313,14,"19890","540","19890","540",0,0.281786879,0.339963834,0.505319149,0,37.1,0.972496474
"1090",2619,550,560,24,21,5835,5034,5568,0.767,-0.602,0.94,0.44,-0.567,0.894,0.408743169,12,"31345","1970","31345","1970",0,0.417472205,0.642785066,0.343799058,0,0,0.995647443
"1091",2278,520,510,22,20,7869,6814,7342,0.767,-0.602,0.94,0.44,-0.567,0.894,0.502727654,15,"9568","532","19136","532",0,0.317068977,0.588698723,0.341024458,57.69534201,0,0.976839516
"1092",4102,0,0,0,21,9808,8590,9372,0.767,-0.602,0.94,0.44,-0.567,0.894,0.199756765,11,"45632","380","45632","380",0.364,0.522008407,0.635426794,0.205630355,570.6825783,0,0.991259795
"1093",572,510,510,22,22,6570,5715,6131,0.767,-0.602,0.94,0.44,-0.567,0.894,0.427471117,14,"9982","770","19600","770",0,0.307872966,0.619739862,0.344444444,3.291078306,0,0.952031775
"1094",6735,500,510,21,22,5962,4494,5276,0.767,-0.602,0.94,0.44,-0.567,0.894,0.58916849,18,"23900","0","23900","0",0.2,0.717790343,0.463242376,0.30977131,0,0,0.972340426
"1095",5990,530,540,22,22,5313,5361,5337,0.767,-0.602,0.94,0.44,-0.567,0.894,0.407279029,14,"22517","2000","22517","2000",0.583,0.476357472,0.560619089,0.409509202,0,0,1.037769784
"1096",5769,630,670,29,22,5992,5299,5704,0.767,-0.602,0.94,0.44,-0.567,0.894,0.253181975,14,"16290","0","16290","0",0.7,0.456810455,0.57966522,0.582887701,0,0,1.066006601
"1097",4971,590,600,27,21,7797,7407,7637,0.767,-0.602,0.94,0.44,-0.567,0.894,0.289695399,11,"33200","2930","33200","2930",0.182,0.454295713,0.623069498,0.202943455,0,0,1.027981346
"1098",7539,540,540,23,22,6860,6434,6633,0.767,-0.602,0.94,0.44,-0.567,0.894,0.416168381,15,"9588","290","19182","290",0,0.372296343,0.571550619,0.46038864,231.0786893,0,1.021500122
"1099",5359,520,500,22,22,6996,6136,6554,0.767,-0.602,0.94,0.44,-0.567,0.894,0.418470418,17,"9462","386","19596","386",0,0.448524888,0.627411168,0.41828479,395.1394901,0,1.026159921
"1100",7084,640,650,30,15,11049,8659,10000,0.767,-0.602,0.94,0.44,-0.567,0.894,0.282444426,19,"11082","400","29898","400",0.25,0.366054219,0.645337995,0.312985371,3920.171187,37.1,1.003308246
"1101",1926,510,510,21,11,5884,5792,5844,0.767,-0.602,0.94,0.44,-0.567,0.894,0.376923077,18,"6486","392","16206","392",0,0.210817622,0.719346049,0.679924242,46.14162896,0,0.938428875
"1102",7326,490,470,18,11,5172,5614,5281,0.767,-0.602,0.94,0.44,-0.567,0.894,0.549262995,19,"6486","392","16206","392",0,0.169089042,0.519298246,0.581081081,55.28937161,0,1.025457438
"1103",2239,530,530,21,11,6530,4785,5876,0.767,-0.602,0.94,0.44,-0.567,0.894,0.515209125,16,"6486","392","16206","392",0,0.192657466,0.625754527,0.623794212,67.56463878,0,0.903780069
"1104",2843,530,550,24,20,7126,6534,6885,0.767,-0.602,0.94,0.44,-0.567,0.894,0.297643039,18,"10270","260","24060","260",0.75,0.553576829,0.59651055,0.230103974,204.9172873,0,1.045625286
"1105",2714,420,420,17,17,7236,6655,6949,0.767,-0.602,0.94,0.44,-0.567,0.894,0.962035763,17,"7290","2798","17058","2798",0.636,0.303821967,0.948875256,0.212931034,1530.429711,0,0.943420711
"1106",4389,530,510,22,22,6618,6026,6269,0.767,-0.602,0.94,0.44,-0.567,0.894,0.439893143,17,"10368","450","21018","450",0,0.399335709,0.560404339,0.367355917,36.56500445,0,0.998222222
"1107",7615,470,490,20,9,5634,5715,5663,0.767,-0.602,0.94,0.44,-0.567,0.894,0.404733728,19,"15750","950","15750","950",0,0.527601319,0.696272799,0.501138952,0,0,0.976878613
"1108",3479,0,0,0,22,4655,4499,4583,0.767,-0.602,0.94,0.44,-0.567,0.894,0.992307692,12,"11630","1000","11630","1000",0,0.294090959,0.928930366,0.08114374,0,0,0.918727915
"1109",2052,570,560,26,18,7897,7201,7525,0.767,-0.602,0.94,0.44,-0.567,0.894,0.380043384,14,"14156","300","27404","300",0,0.38823762,0.671041838,0.333129584,1247.455965,36.8,0.976556983
"1110",7810,630,630,29,21,8490,7414,8046,0.767,-0.602,0.94,0.44,-0.567,0.894,0.200467563,11,"37375","1330","37375","1330",0.455,0.47716165,0.718123209,0.220448878,0,0,1.018452381
"1111",3123,650,660,28,22,6964,6202,6606,0.651,-0.409,0.714,0.652,-0.404,0.793,0.138530288,10,"29624","466","29624","466",0.75,0.474784878,0.650717703,0.385504202,642.0839126,26.9,1.029126214
"1112",7693,500,555,23,20,7136,7001,7081,0.651,-0.409,0.714,0.652,-0.404,0.793,0.194905035,19,"4170","3834","6258","4328",0,0.382073232,0.840433213,0.446735395,296.113054,0,1.021086655
"1113",268,550,580,25,20,7764,6840,7437,0.651,-0.409,0.714,0.652,-0.404,0.793,0.179535865,18,"4170","3804","6258","4298",0,0.387073715,0.8125,0.466936572,188.7611814,0,0.96873084
"1114",2405,521,508,24,22,6090,4963,5466,0.651,-0.409,0.714,0.652,-0.404,0.793,0.108165429,10,"24550","250","24550","250",0,0.354071633,0.74378882,0.371607516,120.4294804,0,0.937375746
"1115",1354,0,0,25,22,6362,5869,6074,0.651,-0.409,0.714,0.652,-0.404,0.793,0.111172262,11,"22336","2070","22336","2070",0,0.592367882,0.725490196,0.378378378,0,0,1.056395349
"1116",7504,490,550,25,22,7494,6711,7194,0.651,-0.409,0.714,0.652,-0.404,0.793,0.142407553,18,"4170","3717","6258","4211",0.545,0.256299859,0.720700152,0.325237592,19.96400472,0,1.292980671
"1117",5123,490,520,21,22,5280,4711,4815,0.651,-0.409,0.714,0.652,-0.404,0.793,0.322690992,10,"17990","368","17990","368",0,0.609106269,0.62295082,0.578947368,0,0,0.935965848
"1118",6670,630,670,29,27,9712,8256,9375,0.651,-0.409,0.714,0.652,-0.404,0.793,0.204773869,15,"4530","6640","7590","7350",0.545,0.292974251,0.842461122,0.374799358,3943.511307,29.1,1.038486628
"1119",5496,560,600,26,16,8456,7206,7884,0.651,-0.409,0.714,0.652,-0.404,0.793,0.149541469,17,"4341","3831","6512","4541",0.667,0.277692016,0.916996047,0.47887931,4004.5574,0,1.011647593
"1120",4775,550,540,25,22,6268,6467,6368,0.651,-0.409,0.714,0.652,-0.404,0.793,0.107442641,14,"26240","0","26240","0",0.75,0.616146196,0.92152337,0.174076393,0,26.9,0.876410005
"1121",2858,700,650,26,23,6239,5739,5877,0.863,-0.592,0.959,0.94,-0.613,0.993,0.217948718,8,"19950","600","19950","600",0,0.605638804,0.519125683,0.305263158,0,35.2,0.868044515
"1122",3838,620,580,24,18,7317,6511,6912,0.863,-0.592,0.959,0.94,-0.613,0.993,0.34454698,18,"6048","1453","20880","1453",0,0.348680894,0.87705146,0.492863939,189.4115772,37,0.946632783
"1123",160,600,620,27,26,6476,6854,6781,0.863,-0.592,0.959,0.94,-0.613,0.993,0.482863671,10,"9672","1220","9672","1220",0,0.724444154,0.554006969,0.377358491,0,43,1.031421838
"1124",7373,520,500,22,19,3532,3444,3492,0.863,-0.592,0.959,0.94,-0.613,0.993,0.498158379,17,"9600","1150","9600","1150",0,0.783521517,0.839860748,0.649740933,0,0,0.889643066
"1125",7277,0,0,27,19,6172,5453,5902,0.863,-0.592,0.959,0.94,-0.613,0.993,0.535288726,11,"29316","850","29316","850",0,0.408012344,0.45971564,0.292408622,0,43,1.0680372
"1126",2662,0,0,0,10,5422,4350,4570,0.863,-0.592,0.959,0.94,-0.613,0.993,0.740187713,28,"0","0","0","0",0,0.696105072,0.717916137,0.530973451,0,43,0.977889028
"1127",1109,480,600,23,19,5785,5356,5560,0.863,-0.592,0.959,0.94,-0.613,0.993,0.362855609,16,"20160","1050","20160","1050",0,0.624257167,0.490647482,0.586510264,0,0,0.96378686
"1128",3774,640,630,29,18,7361,6769,7111,0.863,-0.592,0.959,0.94,-0.613,0.993,0.247254758,12,"26428","2196","26428","2196",0,0.597169239,0.607671398,0.33250497,0,35.2,0.970687511
"1129",2535,540,590,26,17,7370,6241,6835,0.863,-0.592,0.959,0.94,-0.613,0.993,0.172311958,17,"6504","1649","23328","1649",0.182,0.302104198,0.792196777,0.305750994,589.0467093,0,0.976057415
"1130",1871,480,560,23,21,5950,5529,5768,0.863,-0.592,0.959,0.94,-0.613,0.993,0.988621997,13,"19624","1856","19624","1856",0,0.125787079,0.809254328,0.088852324,5239.327434,35.2,1.159824047
"1131",2151,585,580,27,19,6474,6138,6367,0.863,-0.592,0.959,0.94,-0.613,0.993,0.33952381,13,"21500","0","21500","0",0,0.410812507,0.918450561,0.326304107,0,0,1.040634291
"1132",4318,565,565,23,9,2930,3433,3191,0.863,-0.592,0.959,0.94,-0.613,0.993,0.174291939,12,"14918","625","14918","625",0,0.465269752,0.588516746,0.365853659,0,0,1.106024096
"1133",4679,610,590,25,24,5399,5060,5283,0.863,-0.592,0.959,0.94,-0.613,0.993,0.147036182,14,"11800","850","11800","850",0,0.402415557,0.57793765,0.726141079,0,37.4,1.086120401
"1134",1930,550,550,25,19,4713,4685,4697,0.863,-0.592,0.959,0.94,-0.613,0.993,0.178715399,16,"25046","1434","25046","1434",0,0.798142499,0.440094899,0.382749326,0,0,1.128944175
"1135",466,500,540,27,18,6131,5768,5978,0.863,-0.592,0.959,0.94,-0.613,0.993,0.240585272,13,"20016","530","20016","530",0,0.775074434,0.743712056,0.16909621,0,0,0.945995008
"1136",3402,580,570,25,16,9487,7213,8505,0.863,-0.592,0.959,0.94,-0.613,0.993,0.488286316,14,"7320","1583","19032","1583",0.692,0.285359024,0.397792706,0.317400483,1913.370744,43,0.984045948
"1137",3278,630,610,25,17,7597,6654,7155,0.863,-0.592,0.959,0.94,-0.613,0.993,0.344313466,18,"6432","1648","23160","1648",0.538,0.354708909,0.725992161,0.478994432,259.6506188,34,0.968557709
"1138",2587,0,0,0,30,3767,4117,3942,0.863,-0.592,0.959,0.94,-0.613,0.993,0.18579235,8,"27360","0","27360","0",0,0.965366677,0.471830986,0.492537313,0,0,0.968253968
"1139",7688,495,490,21,2,6205,5847,5996,0.863,-0.592,0.959,0.94,-0.613,0.993,0.132002576,16,"3603","303","14877","303",0,0.206939865,0.992589162,0.645823612,0,0,0.94891849
"1140",1825,0,0,0,7,5264,5021,5119,0.863,-0.592,0.959,0.94,-0.613,0.993,0.699054451,21,"3648","315","15363","315",0,0.236262967,1,0.451070901,0,43,0.947775031
"1141",6172,520,500,25,22,4551,4851,4687,0.863,-0.592,0.959,0.94,-0.613,0.993,0.188989318,12,"22000","900","22000","900",0,0.565308779,0.647926267,0.302987198,0,0,0.972821743
"1142",4951,570,580,26,18,8276,7076,7695,0.863,-0.592,0.959,0.94,-0.613,0.993,0.259167377,20,"6624","1732","22742","1732",0.692,0.322094255,0.792209716,0.348663302,491.5751609,39,0.994909371
"1143",8242,630,630,30,15,11652,8805,10457,0.863,-0.592,0.959,0.94,-0.613,0.993,0.235567044,17,"10190","1758","28380","1988",0.692,0.208937148,0.762952989,0.362108656,7280.598131,37.4,0.90525621
"1144",6463,0,0,25,19,7180,6506,6872,0.863,-0.592,0.959,0.94,-0.613,0.993,0.226542056,16,"6918","1408","20862","1408",0.636,0.290870912,0.696470588,0.432432432,55.85819315,0,0.943340778
"1145",6384,580,620,27,18,8364,6756,7726,0.863,-0.592,0.959,0.94,-0.613,0.993,0.226167929,19,"6840","1171","22272","1171",0.364,0.33324257,0.68320083,0.401973185,722.5097854,0,1.005474887
"1146",7376,560,570,25,17,6540,6444,6505,0.863,-0.592,0.959,0.94,-0.613,0.993,0.383848134,17,"23248","500","23248","500",0,0.687946434,0.725247525,0.424345848,0,35.2,1.04964539
"1147",1258,650,650,29,18,7888,6287,7134,0.863,-0.592,0.959,0.94,-0.613,0.993,0.360728745,10,"28200","990","28200","990",0,0.654276219,0.691256831,0.270355731,0,0,0.974935859
"1148",3576,790,800,35,15,14841,11145,13419,0.863,-0.592,0.959,0.94,-0.613,0.993,0.390798637,8,"43620","1092","43620","1092",0.333,0.065888902,0.11676837,0.437397931,31041.85502,35.2,0.994181336
"1149",7780,590,590,27,18,8304,6725,7739,1.111,-1.222,1.351,1.242,-0.843,1.476,0.345245559,15,"30780","50","30780","50",0.273,0.388222233,0.499166975,0.198776191,153.9546499,31.9,0.985988049
"1150",8211,530,540,23,19,7352,6584,7018,1.111,-1.222,1.351,1.242,-0.843,1.476,0.467930989,19,"3888","3004","13248","3004",0.636,0.189507183,0.767243606,0.453198653,136.269327,30.2,1.016874247
"1151",3135,650,640,28,21,7792,5691,7047,1.111,-1.222,1.351,1.242,-0.843,1.476,0.447705041,13,"36045","185","36045","185",0,0.504708334,0.54095919,0.195484581,204.0398796,0,1.059808612
"1152",6766,0,0,0,24,3099,0,3099,1.111,-1.222,1.351,1.242,-0.843,1.476,0.364779874,3,"5400","300","5400","300",0,0.219213787,0.7,1,0,0,1.025806452
"1153",6261,650,670,30,16,10128,7939,9264,1.111,-1.222,1.351,1.242,-0.843,1.476,0.362888377,15,"36360","3838","36360","3838",0.769,0.574236965,0.43667538,0.241858476,1383.314154,35.1,1.039100801
"1154",6877,0,0,0,10,3862,4673,4470,1.111,-1.222,1.351,1.242,-0.843,1.476,0.543269231,19,"13560","640","13560","640",0,0.950095495,0.375796178,1,0,33.1,0.983451537
"1155",7546,540,550,24,18,6631,6697,6657,1.111,-1.222,1.351,1.242,-0.843,1.476,0.536168788,9,"27600","560","27600","560",0,0.737518608,0.821428571,0.313748531,0,27.5,0.999330656
"1156",3629,530,540,23,17,8573,7075,7846,1.111,-1.222,1.351,1.242,-0.843,1.476,0.604752113,19,"4679","3297","13927","3515",0,0.30744953,0.837692221,0.31381482,1590.67512,32,1.017039734
"1157",1240,610,600,24,18,8398,8156,8306,1.111,-1.222,1.351,1.242,-0.843,1.476,0.478320194,13,"24390","500","24390","500",0,0.698182599,0.419125127,0.403721683,0,34.8,0.971714791
"1158",7221,690,650,30,18,7761,7093,7505,1.111,-1.222,1.351,1.242,-0.843,1.476,0.473121985,10,"33360","2440","33360","2440",0,0.590288339,0.640035907,0.275596073,37.56030324,31.8,0.959656085
"1159",4892,530,570,23,22,6471,6120,6342,1.111,-1.222,1.351,1.242,-0.843,1.476,0.396240058,13,"23250","968","23250","968",0.7,0.490774567,0.553191489,0.425558313,0,0,1.028252788
"1160",1050,540,540,24,17,8284,7895,8124,1.111,-1.222,1.351,1.242,-0.843,1.476,0.494388859,20,"3832","2370","13192","2370",0.667,0.393034955,0.474357192,0.316437152,228.5540157,0,1.045518801
"1161",7731,570,570,25,19,6792,6466,6669,1.111,-1.222,1.351,1.242,-0.843,1.476,0.306086957,12,"24500","0","24500","0",0.818,0.411413918,0.6,0.431556949,0,31.9,0.940310711
"1162",822,580,570,26,19,6564,6483,6527,1.111,-1.222,1.351,1.242,-0.843,1.476,0.715272244,16,"27950","1850","27950","1850",0.1,0.491764275,0.332323163,0.112953368,0,33.1,1.078178694
"1163",5786,480,510,20,22,8037,7375,7715,1.111,-1.222,1.351,1.242,-0.843,1.476,0.816249008,20,"4678","1148","13903","1148",0,0.432861404,0.776300578,0.326507818,127.0646332,33.1,1.028095127
"1164",2999,0,0,0,18,8669,7812,8282,1.111,-1.222,1.351,1.242,-0.843,1.476,0.638504673,17,"4388","1374","13748","1374",0,0.343656878,0.53172497,0.122050817,57.57308411,0,0.977526037
"1165",7895,610,640,28,15,12027,9109,10881,1.111,-1.222,1.351,1.242,-0.843,1.476,0.710067001,21,"7805","954","19565","954",0.929,0.344464771,0.597184353,0.390141633,3175.726744,33.1,1.043117236
"1166",6746,540,530,23,22,5765,5292,5590,1.111,-1.222,1.351,1.242,-0.843,1.476,0.353035144,10,"23600","2000","23600","2000",0.1,0.504923786,0.85251046,0.344785276,0,0,0.982731554
"1167",7591,440,460,18,21,5371,5497,5440,1.111,-1.222,1.351,1.242,-0.843,1.476,0.951260504,14,"12262","2084","12262","2084",0,0.478212159,0.474208145,0.139312977,0,27.5,1.078875793
"1168",6139,530,530,23,18,8068,7707,7867,1.111,-1.222,1.351,1.242,-0.843,1.476,0.768827494,13,"25900","1898","25900","1898",0.545,0.783080439,0.922222222,0.242570281,59.8582841,30.7,1.076502732
"1169",4530,0,0,0,10,6700,0,6700,1.111,-1.222,1.351,1.242,-0.843,1.476,0.701030928,12,"16543","550","16543","550",0,0.931251998,0.54887218,0.698630137,0,34.8,0.822033898
"1170",6426,530,540,24,17,8605,6828,7791,1.111,-1.222,1.351,1.242,-0.843,1.476,0.514535732,19,"5520","2482","14880","2482",0.455,0.485332327,0.791123868,0.430365615,145.2541079,36.6,1.046020849
"1171",3296,630,650,29,19,6718,5632,6482,1.111,-1.222,1.351,1.242,-0.843,1.476,0.458064516,12,"27380","520","27380","520",0,0.65534421,0.454834317,0.300399202,194.9543226,34,1.020273828
"1172",2934,550,555,25,20,6314,6271,6295,1.111,-1.222,1.351,1.242,-0.843,1.476,0.327741935,13,"20160","200","20160","200",0,0.583372317,0.960784314,0.330132053,0,33.2,0.929628149
"1173",2613,560,570,26,20,7877,7252,7538,1.111,-1.222,1.351,1.242,-0.843,1.476,0.478015784,19,"22260","2200","22260","2200",0.846,0.686152882,0.803971215,0.12033814,0,0,1.039371924
"1174",714,470,510,21,22,6138,5635,5919,1.111,-1.222,1.351,1.242,-0.843,1.476,0.44076222,11,"25588","0","25588","0",0.4,0.440420739,0.533381713,0.404081633,0,31.9,0.862759114
"1175",4166,540,550,24,19,8368,6891,7600,1.111,-1.222,1.351,1.242,-0.843,1.476,0.446811573,18,"5032","2728","6982","2728",0.833,0.352271956,0.759985985,0.380820655,141.7063481,33.7,1.029032736
"1176",725,600,600,26,16,11545,8879,10381,1.111,-1.222,1.351,1.242,-0.843,1.476,0.514048576,25,"7288","2442","16648","2442",0.083,0.424410827,0.701470498,0.414174195,628.2756578,30.6,1.005389689
"1177",3737,520,530,21,18,8448,7095,7893,1.111,-1.222,1.351,1.242,-0.843,1.476,0.962645945,22,"5824","1468","15184","1468",0,0.20573789,0.822418553,0.564254062,401.5095062,31.9,1.063779792
"1178",6047,420,420,18,22,5240,4988,5128,1.111,-1.222,1.351,1.242,-0.843,1.476,0.981176471,20,"5775","2500","5775","2500",0,0.327459574,0.598704503,0.129314786,0,34.8,1.253687316
"1179",1262,460,470,20,18,7763,6812,7364,1.111,-1.222,1.351,1.242,-0.843,1.476,0.953945946,18,"6052","3693","18579","3693",0.8,0.186676772,0.859482929,0.373593571,1582.954162,0,0.982474774
"1180",322,760,800,35,15,15994,12625,14946,1.111,-1.222,1.351,1.242,-0.843,1.476,0.62469871,6,"41560","693","41560","693",0.417,0.213911221,0.159601136,0.338219895,13579.37247,33.1,0.991286015
"1181",2075,600,610,27,18,7339,6366,6866,1.111,-1.222,1.351,1.242,-0.843,1.476,0.686866248,9,"29970","340","29970","340",0,0.573749558,0.780320366,0.356304985,0,33.1,1.008767657
"1182",5569,560,570,25,18,10482,9341,10069,1.111,-1.222,1.351,1.242,-0.843,1.476,0.779951638,11,"26480","680","26480","680",0,0.5395534,0.551954733,0.184218701,157.0901297,30.7,1.087237094
"1183",3888,690,720,32,16,13569,9499,11969,1.111,-1.222,1.351,1.242,-0.843,1.476,0.399952696,11,"42770","5420","42770","5420",0.167,0.474975723,0.48953202,0.216037736,2128.11416,34.8,1.031219512
"1184",5010,540,510,23,20,5304,5341,5318,1.111,-1.222,1.351,1.242,-0.843,1.476,0.357992074,14,"19650","880","19650","880",0,0.701048598,0.279643592,0.698529412,0,0,1.003091873
"1185",4065,550,550,24,18,7789,6867,7365,1.111,-1.222,1.351,1.242,-0.843,1.476,0.415238095,19,"5652","1908","15012","1908",0.364,0.364801268,0.615709014,0.325627854,373.1301361,0,1.034774039
"1186",4222,560,560,25,18,8253,7431,7855,1.111,-1.222,1.351,1.242,-0.843,1.476,0.481654729,23,"7034","2314","17954","2314",0.25,0.382311351,0.708415818,0.394220284,1183.483799,0,0.998248942
"1187",3318,500,500,22,22,6252,6017,6175,1.111,-1.222,1.351,1.242,-0.843,1.476,0.744532803,11,"19916","620","19916","620",0,0.460102507,0.485094851,0.205307263,0,0,1.119021135
"1188",6411,460,480,20,18,6289,5469,5956,1.111,-1.222,1.351,1.242,-0.843,1.476,0.709150327,15,"4200","1727","13560","1727",0.3,0.156013958,0.799650044,0.384026258,681.3594771,0,1.015205972
"1189",3802,520,530,23,18,8246,6819,7551,1.111,-1.222,1.351,1.242,-0.843,1.476,0.301458196,19,"3696","2934","13056","2934",0.3,0.341395621,0.496666667,0.424550769,764.7832491,0,1.054066579
"1190",3769,510,540,22,17,8202,6632,7627,1.111,-1.222,1.351,1.242,-0.843,1.476,0.844795012,21,"4366","3334","16066","4125",0.182,0.30552152,0.823665577,0.211274591,1884.001134,0,0.700734759
"1191",7132,640,670,30,15,12020,8386,10789,1.111,-1.222,1.351,1.242,-0.843,1.476,0.393169784,20,"6614","3223","24522","3223",0,0.182892508,0.666425797,0.466160658,10808.11415,28.8,1.056687561
"1192",1865,670,700,31,16,13282,10009,12287,1.111,-1.222,1.351,1.242,-0.843,1.476,0.662766823,23,"10864","0","26894","0",0,0.375648205,0.61484382,0.394847301,3638.270987,27.8,1.079951468
"1193",5481,510,540,22,16,9383,7632,8628,1.111,-1.222,1.351,1.242,-0.843,1.476,0.907096868,20,"5606","1453","17506","1453",0.417,0.255645776,0.999859826,0.46824618,2997.479648,31.5,1.006738199
"1194",188,550,565,23,22,7004,6921,6961,1.111,-1.222,1.351,1.242,-0.843,1.476,0.446454414,14,"27600","300","27600","300",0.8,0.289354694,0.507246377,0.417989418,31.7633864,0,0.980141844
"1195",3194,530,540,22,19,8517,6685,7630,1.111,-1.222,1.351,1.242,-0.843,1.476,0.549973276,20,"4029","1221","4869","1221",0,0.195819913,0.844887348,0.516923077,375.969535,31.7,1.083224779
"1196",2205,570,580,25,16,9989,8330,9387,1.111,-1.222,1.351,1.242,-0.843,1.476,0.719153026,23,"4786","2661","14508","2661",0.25,0.373722078,0.779511015,0.406354652,1578.019686,30.7,1.007968501
"1197",6699,440,460,19,17,8002,7071,7552,1.111,-1.222,1.351,1.242,-0.843,1.476,0.96954215,18,"1400","6820","13200","7226",0.3,0.298061005,0.509011157,0.27294867,492.2169385,33.1,1.013341298
"1198",5151,600,620,27,16,10064,7486,9058,1.111,-1.222,1.351,1.242,-0.843,1.476,0.409054498,22,"5277","2751","14637","2751",0.538,0.228989439,0.630595393,0.355616816,4325.454766,33.2,1.055388895
"1199",6641,550,540,23,18,7622,6910,7261,1.111,-1.222,1.351,1.242,-0.843,1.476,0.62503972,16,"21674","2780","21674","2780",0,0.716639159,0.459503592,0.262260128,14.20654592,32.4,0.962679719
"1200",11,520,530,23,17,8329,8169,8208,1.111,-1.222,1.351,1.242,-0.843,1.476,0.548287825,18,"4760","2272","14120","2272",0,0.347203796,0.859178541,0.281463415,207.5569047,30.6,0.990083652
"1201",1579,690,680,32,19,10758,9605,10269,1.111,-1.222,1.351,1.242,-0.843,1.476,0.443703413,9,"37296","560","37296","560",0.8,0.257258926,0.480316376,0.225299401,899.1514319,30.7,1.028652139
"1202",5225,490,515,23,18,4851,4732,4810,1.111,-1.222,1.351,1.242,-0.843,1.476,0.546141516,10,"12600","1080","12600","1080",0,0.588124401,0.987084871,0.586915888,0,0,0.931427962
